Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6RiiSy9GzSwiyDEJDiMuKe,Something About You,Mulholland Drive,Eyedress;Dent May,2021-08-27,153312,45,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Lex Records,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,4
spotify:track:1CQ2cMfrmFM1YdfmjENKVE,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,75,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Capitol,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,4
spotify:track:0w5Bdu51Ka25Pf3hojsKHh,Hard Times,After Laughter,Paramore,2017-05-12,182693,82,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"pop punk,emo",Fueled By Ramen,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4
spotify:track:3zXIvb4nZ3cTdT8CsbTy3U,I'm Just Ken,Barbie The Album,Ryan Gosling,2023-07-21,222633,61,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Atlantic Records,0.352,0.628,1,-6.259,1,0.0428,0.0264,4.74e-05,0.0952,0.387,140.431,4
spotify:track:2aEuA8PSqLa17Y4hKPj5rr,Cheri Cheri Lady,Let's Talk About Love,Modern Talking,1985,226333,82,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"europop,italo disco,eurodance",Hansa Local,0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,4
spotify:track:2Za2mUwmQoSxWPscaY2vxl,Murder On The Dancefloor,Read My Lips,Sophie Ellis-Bextor,2002-01-01,230013,5,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polydor Records,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,4
spotify:track:0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,Arrival,ABBA,1976,230400,87,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4
spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,1979,292613,84,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4
spotify:track:2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,Abba,ABBA,1975,213266,80,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4
spotify:track:3Dy4REq8O09IlgiwuHQ3sk,Waterloo,Waterloo,ABBA,1974,168960,75,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,4
spotify:track:798cuJeotvXP8UVa8GJPnD,"Knowing Me, Knowing You",Arrival,ABBA,1976,241920,69,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.546,0.733,2,-7.073,1,0.0299,0.0399,1.11e-06,0.235,0.91,107.285,4
spotify:track:5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),Some Nights,fun.;Janelle Monáe,2012-02-14,250626,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,alternative r&b,Fueled By Ramen,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4
spotify:track:1GEBsLDvJGw7kviySRI6GX,You Belong With Me,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,232120,79,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Taylor Swift,0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,4
spotify:track:3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,21,Adele,2011-01-24,285240,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft pop,XL Recordings,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4
spotify:track:4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,21,Adele,2011-01-24,228093,82,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft pop,XL Recordings,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4
spotify:track:1Yk0cQdMLx5RzzFTYwmuld,Hello,25,Adele,2015-11-20,295502,77,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft pop,XL Recordings,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4
spotify:track:0Sm62mG7sgagO4wF8w8NsY,This Is The Life - Sped Up Version,This Is The Life (Sped Up Version),Amy Macdonald;Speed Radio,2023-04-28,169107,66,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,UMC (Universal Music Catalogue),0.644,0.953,10,-3.979,1,0.0656,0.248,0.0,0.11,0.773,103.641,4
spotify:track:3DK6m7It6Pw857FcQftMds,Runaway,My Beautiful Dark Twisted Fantasy,Kanye West;Pusha T,2010-11-22,547733,86,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,rap,Roc-A-Fella,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
spotify:track:6HU7h9RYOaPRFeh0R3UeAr,deja vu,SOUR,Olivia Rodrigo,2021-05-21,215506,88,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Olivia Rodrigo PS,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,4
spotify:track:1f8UCzB3RqIgNkW7QIiIeP,Heart Skips a Beat (feat. Rizzle Kicks),In Case You Didn't Know,Olly Murs;Rizzle Kicks,2011-11-28,202266,63,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Epic,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,4
spotify:track:005lwxGU1tms6HGELIcUv9,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,74,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,pop,Capitol Records,0.702,0.76,5,-3.174,1,0.0684,0.00226,0.0,0.132,0.696,129.996,4
spotify:track:2qPUnoasNe4Ep43emVXEig,Billionaire (feat. Bruno Mars),Lazarus,Travie McCoy;Bruno Mars,2010-06-07,211160,79,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Decaydance/Fueled By Ramen,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,4
spotify:track:0SiywuOBRcynK0uKGWdCnn,Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,294573,87,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"art pop,pop",Interscope,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4
spotify:track:6RtPijgfPKROxEzTHNRiDp,Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224849,86,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Latium Records/RCA Records,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4
spotify:track:3aO4GaEhtu1UanIGKefdD3,Icarus,All This Bad Blood,Bastille,2013-01-01,225040,60,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,EMI (Virgin),0.583,0.778,4,-6.578,0,0.0459,0.0712,1.23e-06,0.0753,0.673,134.945,4
spotify:track:527BVezmvYjbc4JlVJW4Xj,No Time To Die,No Time To Die (Original Motion Picture Soundtrack),Billie Eilish,2021-10-01,244213,48,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Decca (UMO) (Classics),0.227,0.125,4,-19.111,0,0.0416,0.824,0.00575,0.0794,0.0396,77.651,3
spotify:track:3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,21,Adele,2011-01-24,242973,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft pop,XL Recordings,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4
spotify:track:7yCF65vpc7sUwPjftI0iFb,Happy Nation,Happy Nation,Ace of Base,1992-11-16,255413,78,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"eurodance,europop",Playground Music,0.668,0.864,1,-5.129,1,0.0367,0.00121,0.0043,0.0785,0.672,96.049,4
spotify:track:22TntnVO3lQNDR5nsvxGRs,Achilles Come Down,Go Farther In Lightness,Gang of Youths,2017-08-18,422146,67,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Mosy Music,0.223,0.523,0,-9.281,0,0.0466,0.435,0.283,0.225,0.15,179.83,3
spotify:track:1rRwwqteLePmi70PGaC8ah,Arms Tonite,O My Heart,Mother Mother,2008-09-23,216666,1,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Last Gang,0.687,0.646,4,-3.841,1,0.039,0.0973,0.000593,0.161,0.323,139.978,4
spotify:track:403vzOZN0tETDpvFipkNIL,Sisyphus,My Finest Work Yet,Andrew Bird,2019-03-22,247493,59,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"baroque pop,indie folk",Loma Vista Recordings,0.631,0.792,0,-4.364,0,0.0427,0.23,0.000317,0.0756,0.462,82.901,4
spotify:track:6OiRh4kttAs1YWglvTcYkB,Alrighty Aphrodite,Being So Normal,Peach Pit,2018-06-28,207813,67,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Columbia,0.534,0.724,6,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846,4
spotify:track:1ADnKGJN6sQxkYpcgpyKbm,Olympians,My Finest Work Yet,Andrew Bird,2019-03-22,238653,42,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"baroque pop,indie folk",Loma Vista Recordings,0.473,0.596,7,-7.947,1,0.0581,0.452,0.013,0.0874,0.252,79.883,4
spotify:track:6ctlpLPyLH3R1V16fxoOWE,Talk,"Wasteland, Baby!",Hozier,2019-03-01,206546,61,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Columbia,0.397,0.538,2,-6.503,0,0.0339,0.179,0.148,0.113,0.247,154.342,4
spotify:track:28C4nmrd7BTu0XbOmaTHZr,Greek Tragedy,Glitterbug (Deluxe Edition),The Wombats,2015-04-14,209557,57,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,Bright Antenna,0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,4
spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,Lemonade,Circa Waves;Alfie Templeman,2020-08-27,220106,40,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,Prolifica Inc.,0.789,0.692,2,-4.733,1,0.0295,0.0326,0.00548,0.157,0.705,103.975,4
spotify:track:5IaR621NoOM6i5KTcuNRHM,Hallelujah,Overcome,Alexandra Burke,2009,217826,61,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Syco Music UK,0.177,0.425,2,-6.211,0,0.0291,0.654,0.0,0.195,0.0942,182.571,3
spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,85,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Taylor Swift,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4
spotify:track:0cqRj7pUJDkTCEsJkx8snD,Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Taylor Swift,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,4
spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,199693,87,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,RCA Records Label,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,4
spotify:track:3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,84,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Hollywood Records,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4
spotify:track:2n0U2OG5d6TuW5mKx7YrC0,Two Birds,Far,Regina Spektor,2009-06-19,195840,76,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,anti-folk,Sire,0.546,0.5,0,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92,4
spotify:track:3SymLVYLCAyO8b0hC3SV13,Sad Happy,Sad Happy,Circa Waves,2020-03-13,221635,45,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,Prolifica Inc.,0.666,0.831,11,-5.206,0,0.03,0.000687,0.00199,0.285,0.728,126.01,4
spotify:track:26QLJMK8G0M06sk7h7Fkse,love is embarrassing,GUTS,Olivia Rodrigo,2023-09-08,154516,76,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Olivia Rodrigo PS,0.517,0.821,9,-3.504,1,0.105,0.00341,0.0,0.148,0.617,160.052,4
spotify:track:21rYCEejlfM0LYRlfzxGeM,Call Me What You Like,Call Me What You Like,Lovejoy,2023-02-10,226960,56,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Anvil Cat Records,0.528,0.894,0,-5.783,0,0.0988,0.00762,0.00976,0.0627,0.348,152.021,4
spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Scared To Start,Michael Marcagi,2024-01-12,159636,80,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Warner Records,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4
spotify:track:4vsoWZcvtvSsE0OiVvDDvX,Harness Your Hopes - B-side,Brighten the Corners: Nicene Creedence Ed.,Pavement,2008-12-09,206946,74,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"alternative rock,indie",Matador,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862,4
spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,251424,9,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Rubyworks / Universal-Island Records Ltd,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
spotify:track:6jHvX8ZnHKC1PnrPMJ0Emt,Cigarette Daydreams,Melophobia,Cage The Elephant,2013-10-08,208760,76,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,UMC (Universal Music Catalogue),0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4
spotify:track:3SAga35lAPYdjj3qyfEsCF,Feel It (From “Invincible”),Feel It (From “Invincible”),d4vd,2024-03-28,157974,81,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,"D4VD ENT, LLC",0.565,0.593,8,-5.864,1,0.0883,0.0288,0.0,0.215,0.429,120.509,4
spotify:track:6etwirSInfuJrSOlogS6Sh,American Boy,Shine,Estelle;Kanye West,2008-03-28,284733,85,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,rap,Round Hill Records,0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,4
spotify:track:3U5JVgI2x4rDyHGObzJfNf,Unwritten,Unwritten,Natasha Bedingfield,2004-08-30,259333,89,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Sony Music CG,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4
spotify:track:4f3pP4ir4uCCrgDA18os4D,What Can I Say After I'm Sorry?,What Can I Say After I'm Sorry?,Blossoms,2024-05-01,168562,29,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,ODD SK Recordings,0.689,0.563,9,-6.11,0,0.0357,0.251,0.000136,0.338,0.928,99.974,4
spotify:track:5BBK1WoaiD3b3sJ2UysLuM,Witches,Witches,Alice Phoebe Lou,2020-03-13,195078,0,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Alice Phoebe Lou,0.576,0.719,8,-5.749,1,0.0584,0.0296,4.95e-06,0.169,0.73,73.122,4
spotify:track:63OQupATfueTdZMWTxW03A,Karma Police,OK Computer,Radiohead,1997-05-28,264066,82,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"art rock,alternative rock",XL Recordings,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4
spotify:track:3MnAsEBBsEj86d03RgO4EM,Fairytale,Fairytale,Alexander Rybak,2009-01-12,182600,74,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Alexander Rybak,0.573,0.784,2,-5.359,0,0.0293,0.61,3.89e-05,0.278,0.655,107.991,4
spotify:track:7j74lucZ59vqN67Ipe2ZcY,Maneater,H2O,Daryl Hall & John Oates,1982-10-04,273173,85,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"yacht rock,soft rock",RCA/Legacy,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4
spotify:track:7kEva2rxsNMn07fyfZMRRn,Cure For Me,Cure For Me,AURORA,2021-07-07,201640,59,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"norwegian pop,art pop",Decca (UMO),0.722,0.764,6,-5.86,0,0.0554,0.0933,1.82e-05,0.088,0.416,115.917,4
spotify:track:3oYHSCj3ZRntSEQtF6BBna,Bang Bang,Troubadour (Champion Edition - Repackage),K'NAAN;Adam Levine,2009,186533,49,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Interscope Records*,0.623,0.901,10,-4.401,0,0.182,0.0766,0.0,0.0228,0.897,179.971,4
spotify:track:2zXbLJiS5099aDVyTHIDU4,Body,O My Heart,Mother Mother,2008-09-23,213573,71,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Last Gang,0.594,0.633,10,-3.604,0,0.0587,0.131,0.0,0.343,0.476,148.065,4
spotify:track:180AbZduI6bYQIzwCHRwu9,A Night To Remember,A Night To Remember,beabadoobee;Laufey,2023-10-20,233388,77,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,bedroom pop,Beabadoobee/Laufey,0.726,0.624,2,-7.799,0,0.0277,0.498,0.0294,0.0909,0.573,114.99,4
spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,198294,85,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft rock,Columbia,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,4
spotify:track:3RhFwpzEmldHJFA2jGNhQ5,Was It Real,Was It Real,Ben Rodrigues,2024-04-26,165542,0,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Ben Rodrigues,0.58,0.704,5,-6.991,0,0.0509,0.152,0.0,0.588,0.689,165.949,4
spotify:track:5kDgJffgJ0lYHTSiaXFWNw,BABY I'M BACK,THE FIRST TIME (DELUXE VERSION),The Kid LAROI,2024-08-09,171243,73,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Columbia,0.417,0.743,11,-5.094,0,0.0481,0.0154,0.0,0.191,0.128,161.877,3
spotify:track:3jJ9djWzDlQnqDd7vTZs9K,"Mon Soleil - from ""Emily in Paris Season 3"" Soundtrack - from ""Emily in Paris"" Soundtrack","Mon Soleil - from ""Emily in Paris Season 3"" Soundtrack (from ""Emily in Paris"" Soundtrack)",Ashley Park,2021-12-22,208694,60,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,musicals,Milan,0.643,0.477,8,-8.261,1,0.0536,0.434,0.0,0.0843,0.14,93.003,4
spotify:track:3FAclTFfvUuQYnEsptbK8w,Back To Black,Back To Black (Deluxe Edition),Amy Winehouse,2006,241293,79,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Universal-Island Records Ltd.,0.434,0.422,7,-13.964,0,0.0375,0.134,2.05e-05,0.0861,0.377,123.201,4
spotify:track:2k3MdyqMHmfZubFg3pmtby,The One That Got Away,Teenage Dream,Katy Perry,2010-01-01,227333,70,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,pop,Capitol Records,0.689,0.795,1,-4.021,0,0.0356,0.000812,1.07e-06,0.156,0.876,133.968,4
spotify:track:7F25roCtYi55JouckaayPC,Judas,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,249066,84,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"art pop,pop",Interscope,0.664,0.934,10,-3.848,0,0.0696,0.00108,2.73e-05,0.271,0.529,130.983,4
spotify:track:5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,The New Abnormal,The Strokes,2020-04-10,309053,85,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"garage rock,indie rock,alternative rock",Cult Records/RCA Records,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4
spotify:track:2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Laundry Service,Shakira,2001-11-13,196160,80,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,latin pop,Epic,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,4
spotify:track:42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),UTOPIA,Travis Scott;Playboi Carti,2023-07-28,191700,85,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"rap,rage rap",Cactus Jack/Epic,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
spotify:track:7sZCAHP2duHwr5M5K7lHsb,Selfish,Detroit Deli (A Taste Of Detroit),Slum Village;John Legend;Kanye West,2004-01-01,225400,65,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"jazz rap,soft pop,neo soul,rap",Priority Records,0.71,0.597,7,-6.468,1,0.239,0.221,0.0,0.432,0.49,95.769,4
spotify:track:028mxAauDksobrL61eJaBW,Good Riddance (Time of Your Life),Greatest Hits: God's Favorite Band,Green Day,2017-11-17,153466,44,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"punk,pop punk",Reprise,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,4
spotify:track:70C4NyhjD5OZUMzvWZ3njJ,Piano Man,Piano Man (Legacy Edition),Billy Joel,1973-11-07,339000,85,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft rock,Columbia/Legacy,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3
spotify:track:3utq2FgD1pkmIoaWfjXWAU,Scenes from an Italian Restaurant,The Stranger (Legacy Edition),Billy Joel,1977,456893,63,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft rock,Columbia/Legacy,0.415,0.931,5,-4.988,1,0.126,0.407,0.000501,0.114,0.339,97.953,4
spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,APT.,ROSÉ;Bruno Mars,2024-10-18,169917,87,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,k-pop,Atlantic Records,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
spotify:track:3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,92,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Atlantic Records,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4
spotify:track:2aaCNg42RA74s0EmHTBqS7,No Other Heart,Another One,Mac DeMarco,2015-08-07,173117,81,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"indie,lo-fi indie",Captured Tracks,0.67,0.684,2,-7.47,1,0.0242,0.513,0.0103,0.126,0.852,94.261,4
spotify:track:6ft9PAgNOjmZ2kFVP7LGqb,Can't Take My Eyes off You,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli,2003-01-14,203240,75,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,doo-wop,Rhino,0.575,0.764,4,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,4
spotify:track:5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa;DaBaby,2020-03-27,203064,84,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,pop,Warner Records,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4
spotify:track:59ndu9VkohItqZDNFYlEYJ,No Cock Like Horse Cock,Blast Radius: New Game+,Pepper Coyote,2020-04-01,135708,47,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Pepper Coyote,0.722,0.408,0,-12.797,1,0.0336,0.685,0.0,0.063,0.936,94.978,4
spotify:track:6TvxPS4fj4LUdjw2es4g21,Slipping Through My Fingers,The Visitors (Deluxe Edition),ABBA,1981,233720,78,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212,4
spotify:track:3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,Super Trouper,ABBA,1980,294720,87,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Polar Music International AB,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,4
